insert into places(address_line_one, address_line_two, notes) VALUES ('442 Wrinkleproof Meadow', 'Boulevard, Mt, 41120', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2169 Sod Mntn', 'Huntsburg, Az, 89078', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2993 Bifurcations Frwy', 'Harlingen, Mn, 52912', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('138 Undiscardable Br', 'Wakpala, Ma, 99706', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('712 Anti-trinitarianism Throughway', 'Hazard, Fl, 66083', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1838 Unpouting Holws', 'Elco, Id, 71339', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1492 Collegiate Anx', 'Pequabuck, Ca, 72701', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2256 Nametags Trl', 'Piney point, Pw, 92510', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1603 Amsat Circles', 'Elizabethtown, Nj, 57087', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('633 Dioscorea Green', 'Ardsley, Co, 28859', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1760 Melanotekite Avn', 'Brunson, Mn, 54657', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1035 Flisk Glen', 'Lovilia, La, 73285', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1744 Homoplasmic Avnue', 'Meers, Fl, 75037', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('290 Umbellately Junctions', 'Bonnots mill, Wy, 17065', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1245 De-icer Grdn', 'Wymore, Ms, 95775', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('475 Philanthus Div', 'El jobean, Ia, 47446', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1142 Anacamptic Sqr', 'Warren center, Wy, 15902', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('176 Unquerulousness Avn', 'Oyster, Ga, 60903', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1235 Polygamists Vill', 'Yatesboro, Nd, 46749', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1079 Viniest Hills', 'Tyler hill, Ri, 92956', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2316 Chrestomathic Loaf', 'Slade, Or, 68551', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2242 Tetartohedrally Straven', 'Lackland a f b, Mt, 75936', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2176 Does Sprng', 'Pottersdale, , 11816', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2299 Unnail Pts', 'Lynnfield, Ap, 33821', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1882 March. Stream', 'Kinzers, Pw, 23704', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1295 Wrongheartedly Flds', 'Winnsboro, Wa, 63433', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1626 Irrefrangibly Rvr', 'Southampton, Tx, 85137', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2609 Philosophling ', 'Lynnwood, Vt, 68541', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1608 Preadvancement Tunnel', 'Rocky river, Mp, 85926', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2415 Seeker Meadows', 'Wendell depot, Wi, 17445', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('141 Nutshells Circles', 'Big pine, Vi, 49253', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('213 Lot-et-garonne Trails', 'Rocky mount, Mo, 12116', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('645 Participatingly Pts', 'Carlos, Tn, 17588', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2862 Inadvertisement Estate', 'Waterproof, Nd, 62483', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1499 Extrapulmonary Strav', 'Beacon falls, Ri, 75418', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('516 Monasterys Prairie', 'West leyden, Nh, 82684', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('871 Fruitstalk Curve ', 'La farge, Ks, 44132', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1823 Immortified Mtin', 'Mdt, , 50446', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('561 Words Sprng', 'Mobridge, Il, 99217', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2603 Trisulfate Rnchs', 'Redrock, Nd, 87543', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1878 Kmet Ct', 'Barrow, Ca, 19370', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('201 Cranially Motorway', 'Hunt, Me, 12178', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2462 Boo Streets', 'Brainard, Tn, 43205', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1221 Amitotic Locks', 'Monroe, De, 88813', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1238 Disrespecter Dm ', 'Jachin, Pr, 61335', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('131 Elaphodus Gatway', 'Southgate, Ne, 45714', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2498 Surprisedly Shrs', 'Bentonia, Ri, 75048', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('350 Filliped Well', 'Index, Ia, 65549', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('509 Bermejo Dvd', 'West hartland, Ne, 75349', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1749 Photocinesis Coves', 'Ola, Gu, 82311', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2037 Ventriculography Lck', 'Westgate, Fl, 36507', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('513 Intercrural Club', 'Grants, Ca, 93382', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2025 Divulgers Brk', 'West sand lake, Ga, 29019', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2757 Prosternums View', 'Cooper landing, Ms, 57026', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('518 Antispast Boulevard ', 'Lakeside marblehead, Ca, 31116', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1444 Nould Trlr', 'Lock haven, Nj, 15093', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2862 Headwater Corners', 'Hardtner, , 16441', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1310 Outjutting Paths', 'Bradshaw, Ga, 62967', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2635 Espece Flts', 'Essig, Fl, 39200', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1591 Stablishment Plns', 'Woodstown, Ct, 37781', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2985 Climatographical Ovl', 'Means, Pa, 72227', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2139 Exhaustible Gateway', 'Haynesville, Wv, 76781', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1558 Pasquillant Trailer', 'Cut off, Az, 52731', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('508 Sleek-leaf Valley', 'Otisco, Vi, 72054', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1000 Codheaded Clfs', 'Chignik, Vt, 25389', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2945 Umbratile Cen', 'Kaaawa, Sc, 46457', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1079 Flowerless Hbr', 'Pauls valley, Sc, 56047', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2442 Israfil Rad', 'Julian, Wi, 97813', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2214 Marinist Parks', 'Northboro, Nj, 40164', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1236 Friction-sawing Knls', 'Oldhams, As, 95081', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1537 Khaddars Orch', 'Ettrick, Fl, 67486', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('169 Ninos Tunls', 'Galax, As, 58531', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2297 Extruded Grdns', 'Jeffersonville, , 36924', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1855 Coveney Villages', 'Prairie du rocher, Co, 84458', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2081 Impudent Exts', 'Kendall park, Tx, 78557', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('840 Autocab Cnyn', 'Hildebran, Sc, 17521', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('994 Pinnoite Field', 'Mesquite, In, 97490', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('383 Beduncing Strm', 'Dover afb, Sd, 41150', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2223 Indo-scythian Est', 'Navajo dam, Va, 69745', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2606 Unhallowing Frway', 'Saint francisville, Pr, 22794', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2505 Foveae Mtn', 'Liberty lake, Fl, 14267', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2787 Torchwort Lane', 'Sutter creek, Ok, 94418', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2716 Ayahausca Mntn', 'Bloomfield hills, Il, 96177', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('259 Younger Avenue', 'Walnut bottom, Mp, 80547', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1523 Lynnet Bot', 'Chamberlain, Ut, 18849', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2003 Out-voter Shore', 'Gonzalez, Ca, 72128', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('475 Curtly Junction', 'Mayking, Md, 25453', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('848 Demihague Knolls', 'Chappells, , 62597', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('414 Cookdom Fwy', 'Swartz creek, Ok, 35173', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('787 Coigning Circles', 'Eleva, Me, 40297', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('949 Hazemeter Knls', 'Pfafftown, De, 70407', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1667 Farmsteading Via', 'Sparrows point, Mt, 48407', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('390 Hemotropic Arcade ', 'Manzanola, Ap, 76428', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2596 Postrorse Knoll', 'Riegelwood, Vi, 92020', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('25 Pinkest Shoals', 'Moville, Ma, 54416', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1906 Oroville Mdw', 'Mc caskill, De, 57572', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1643 Gastrodermis Road', 'Mc bain, Hi, 13168', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2243 Yusdrum Lks', 'Astor, Sd, 65640', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('945 In-phase Brdge', 'Brandamore, Ne, 54955', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2081 Articles Pkway', 'South thomaston, In, 96901', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('210 Haste Field', 'Cropseyville, Pr, 41491', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1795 Still-florid Is', 'Cokeburg, Ar, 76720', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1568 Aquafer Ovl', 'Alcolu, Wv, 31629', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2676 Madreporic Passage', 'Whitney, Ga, 78090', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1328 Labdanum Grove', 'Tavares, Tx, 72506', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2571 Caducicorn Spng', 'East corinth, Tx, 84434', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('872 Grenola Lf', 'Brokaw, In, 86444', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1871 Unitages Br', 'Carencro, Ri, 75381', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2642 Self-love Estate', 'Excelsior, Sd, 86091', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1145 Modify Pkway', 'Westfir, Fl, 80089', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1340 Bjneborg Riv', 'Titonka, Vi, 39578', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2251 Hosannaed Byps', 'Lehigh valley, Mh, 94672', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2259 Well-hallowed Causeway', 'Devils elbow, Pw, 73440', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1471 Pim Sq', 'Kidder, Md, 78820', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1301 Preentail Harbors', 'Bartow, Co, 71787', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1262 Patrollotism Port', 'Ventura, Dc, 31954', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('175 Radicalizing Hl', 'Rohwer, La, 56826', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2920 Paratonnerre Wy', 'West yarmouth, Ne, 34839', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('117 Unwhirled Track', 'Mayersville, As, 94588', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2610 Epipteric Cnter', 'Dobbs ferry, Me, 59580', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('723 Ripienist Loop', 'East hartford, , 19428', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('60 Superrealist Parkwy', 'Mount ulla, Ny, 48470', '');
