insert into places(address_line_one, address_line_two, notes) VALUES ('655 Messengership Locks', 'Wanchese, Al, 66005', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2450 Hitchiti Villages', 'Cass lake, Pa, 88846', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1361 Coobah Junctn', 'Pine apple, Wa, 96357', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('467 Underbeaten Pkway', 'Herman, Ne, 59183', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1950 Duenesses Gtway', 'Dedham, Al, 65621', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('317 Aargau Walks', 'Petoskey, Mh, 28898', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('846 Univalence Annx', 'East norwich, Dc, 74203', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1397 Nonmetrical Clf', 'Helen, Ca, 41978', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1203 Admiralties Extnsn', 'West lafayette, Il, 88876', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1158 Agag Rnch', 'Butte des morts, Vt, 31652', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('901 Rumford Well', 'Hickory ridge, Tn, 63879', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('581 Ferroalloy Frt', 'Boggstown, Ae, 10287', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2868 Sardonyxes Jctn', 'Waukesha, Or, 49809', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2919 Keratotome Crse', 'Kevin, Tx, 22271', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1859 Pretors Expy', 'Mackeyville, Wv, 48891', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1333 Chargeableness Ovl', 'Fountain inn, Wi, 26193', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('850 Nectar-secreting Loaf', 'Penney farms, Or, 58795', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('731 Coppling Mnrs', 'Quentin, Al, 97939', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2641 Noachiun Circle', 'Cypress, Ne, 63319', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2248 Palaeechini Plaza', 'Gilbertsville, Mn, 62465', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('19 Jabers Sqre', 'Salford, Nj, 27418', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2478 Obstriction Expw', 'Sioux rapids, Vi, 38796', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('967 Colitises Lane', 'Caneyville, Ut, 12782', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1372 Uniserrulate Is', 'Peninsula, Gu, 12368', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1378 Pro-switzerland Ave', 'Abingdon, Mt, 73863', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2391 Supercargo Sq', 'Monee, Dc, 66819', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1701 Electrovalently Gatway', 'Danvers, Ca, 88864', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('842 Caritta Trails', 'Brundidge, Md, 91878', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('440 Cameroun Prts', 'Catharpin, Pr, 31383', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1597 Antiaggression Brnch', 'Hanceville, Me, 12456', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('78 Muchwhat Villag', 'Port townsend, Pw, 24986', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2292 Numberable Locks', 'Elaine, Nj, 76964', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2744 Unagilely Canyon', 'Nome, Wi, 72962', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('297 Slopeness Hl', 'Falls church, Ok, 97825', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('602 Inhospitable Junction', 'Kingston mines, Me, 56473', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1172 Phalansterianism Rue', 'Lares, Mh, 16912', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1641 Sepiary Drives', 'Adolphus, Va, 40493', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2580 Varietals Kys', 'Alkol, Ap, 20373', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2877 Hypereuryprosopic Anx', 'Cyclone, Dc, 29798', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1488 Saviour Crossroad', 'Camdenton, Mn, 97457', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('446 Spodiosite Tunnl', 'Gackle, De, 24045', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2887 Upprop Byps', 'Clanton, Sc, 51100', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('776 Orthognathous Fort', 'New marshfield, , 46006', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1729 Plainward Ferry', 'Michigantown, Nm, 24429', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1019 Half-plane Avenue', 'Orland park, Nm, 38015', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2308 Parabled Rvr', 'Calcium, , 60763', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1956 Nitrobacterieae Centr', 'Gecc, Wv, 33782', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1615 Alerse Junctions', 'Charlton, Md, 43964', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1001 Delve Brooks ', 'Buffalo center, Mi, 63938', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2533 Bagnios Rest', 'Netcong, Sd, 40609', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2270 Veritism Crcle', 'King city, Mt, 12944', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2131 Preadoration Kys', 'Tarentum, Wi, 31800', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1653 Calixtus Ally', 'Mount sterling, Ri, 67587', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('570 Equidiurnal Terr', 'Wyano, Wv, 53733', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1885 Enjoyed Trailer', 'Cologne, Fl, 53628', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1867 Ledum Divide', 'New derry, Az, 29548', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('908 Fore-rider Clf', 'East branch, Ri, 94494', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('563 Twice-undertaken Ldge', 'Louisville, Nd, 84220', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1598 Supergravitated Harb', 'Rixford, Mp, 40589', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('37 Cadmia Curve ', 'Ranchester, Co, 23013', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('278 Chidra Stra', 'Wardville, As, 36067', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1078 Withindoors Aly', 'Pinckard, Nc, 18262', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2399 Mps Vill', 'Fort mill, Mt, 17197', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1854 Endearingly Ford', 'Beasley, Nd, 36314', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1285 Ached Springs', 'Perkiomenville, Ok, 97206', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1280 Ellinge Terrace', 'Boyd, Id, 27645', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('127 Undepleted Plain', 'Siler city, Mi, 96641', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('81 Self-torment Grov', 'Biloxi, Pr, 54428', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('216 Derivativeness Orchard', 'Goodville, , 15836', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('89 Tamarix Cliff', 'Arena, Vt, 42136', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('294 Cenotaphies Junctn', 'Red jacket, Md, 31662', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2550 Parathyroprivia Vly', 'Munden, , 72458', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2885 Mott Xing ', 'Grays knob, Ga, 95437', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('714 Weekdays Kys', 'Alexandria bay, Co, 12776', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1194 Choanoflagellate Prr', 'Maugansville, Ri, 83533', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1324 Xerodermatous Court', 'Pisek, Ap, 34160', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1658 Miserabilia Juncton', 'Rockport, As, 43359', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('117 Hatchetfish Boulevard ', 'Westchester, Pw, 22645', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('753 Well-identified Crossing ', 'Rufe, Nd, 90026', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('622 Uneverted Track', 'Isom, Il, 19239', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('750 Walsall Square', 'Los banos, As, 21834', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2550 Pleurobronchitis Pass', 'Forest ranch, Ma, 58777', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1595 Gratulation Lodg', 'Chignik lake, Tn, 15971', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1349 Cytherellidae Lndng', 'New iberia, Il, 55340', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1768 Acroscleroderma Ldge', 'Athens, Wv, 85455', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2548 Sow Frd', 'Marshfield, Ae, 58585', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2002 Covibrate Blf', 'Asu, Nd, 84886', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2495 Orbital Ctr', 'Eau galle, Hi, 90971', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2115 Tweedles Vill', 'Middleboro, Nc, 99583', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('295 Brazes Ct', 'Crownsville, Id, 34043', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1681 Protozoal Hl', 'Bainbridge, Hi, 45940', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('345 Balnibarbi Ct', 'Perth, , 62150', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1033 Dissembling Fords', 'Convoy, Co, 29092', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1245 Testability Prairie', 'Allen, Vt, 99016', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2050 Tardando Trailer', 'Ogallala, Ca, 67850', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1800 Redargue Highwy', 'Palm beach, Nj, 28204', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('28 Impunity Bluffs ', 'Merom, Pw, 13599', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1855 Encroachments Forg', 'Cathay, Mp, 15397', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1676 Spot-lipped Vl', 'Walburg, Pa, 56211', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1941 Pedologies Harb', 'Saint just, Dc, 94699', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1556 Latinizing Inlt', 'Keller, Va, 90741', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('398 Bandeaux Gardens', 'Craftsbury, Tn, 34235', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('386 Primate Knoll', 'North freedom, Mi, 59265', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('619 Masm Isles', 'Hooper, Ne, 16565', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1019 Ossypite Arcade ', 'Crane lake, Nc, 80210', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1014 Impedances Vis', 'Corinth, Wv, 42571', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1592 Reconverting Pky', 'Heafford junction, In, 10669', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2495 Lecroy Radial', 'Huntington beach, Mh, 80214', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('991 Stereochemic Circl', 'Douglass, Wa, 63018', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('35 Catastrophic Plains', 'Fischer, Ny, 49943', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2005 Theophane Lodg', 'Islesford, Or, 38839', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1528 Muesli Fld', 'Ravenwood, Mi, 21797', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('46 Unofficiousness Crescent', 'Cedar ridge, Al, 97666', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2227 Superscrive Fork', 'Mazie, Ma, 83641', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1962 Lengthens Cent', 'Ellerslie, Md, 15648', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2271 Elaterids Way', 'Howey in the hills, Hi, 37043', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('373 Paws Shores', 'Huxford, Ri, 32943', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('532 Hangnails Strvnue', 'Dekalb, Az, 95870', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('978 Headlighting Ally', 'Skyforest, Ap, 88295', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('1301 Unstaidly Medows', 'Means, Hi, 39450', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2490 Tidife Clf', 'Hubbardsville, Mh, 63004', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('676 Pitfold Highway', 'Elaine, Wy, 77763', '');
insert into places(address_line_one, address_line_two, notes) VALUES ('2994 Slappers Key', 'Mullan, Ia, 41487', '');
